,name,PV,player_id,Unnamed: 0,PlayerId,gamenum,team,points,position,div,primaryPosition
41686,Adam Boqvist,1,ID8480871,77170.0,ID8480871,148.0,16.0,2.0,D,W,D
41808,Adam Boqvist,1,ID8480871,159567.0,ID8480871,149.0,16.0,0.0,D,W,D
41679,Adam Boqvist,1,ID8480871,71372.0,ID8480871,150.0,16.0,0.0,D,W,D
41809,Adam Boqvist,1,ID8480871,159568.0,ID8480871,151.0,16.0,0.0,D,W,D
41810,Adam Boqvist,1,ID8480871,159569.0,ID8480871,152.0,16.0,0.0,D,W,D
6548,Adam Gaudette,1,ID8478874,92999.0,ID8478874,0.0,23.0,0.0,C,W,C
6549,Adam Gaudette,1,ID8478874,93000.0,ID8478874,1.0,23.0,0.0,C,W,C
6550,Adam Gaudette,1,ID8478874,93001.0,ID8478874,2.0,23.0,0.0,C,W,C
6551,Adam Gaudette,1,ID8478874,93002.0,ID8478874,3.0,23.0,0.0,C,W,C
6552,Adam Gaudette,1,ID8478874,93003.0,ID8478874,4.0,23.0,0.0,C,W,C
6487,Adam Gaudette,1,ID8478874,47244.0,ID8478874,5.0,23.0,0.0,C,W,C
6437,Adam Gaudette,1,ID8478874,2623.0,ID8478874,6.0,23.0,0.0,C,W,C
6433,Adam Gaudette,1,ID8478874,84.0,ID8478874,7.0,23.0,0.0,C,W,C
6474,Adam Gaudette,1,ID8478874,35249.0,ID8478874,8.0,23.0,0.0,C,W,C
6442,Adam Gaudette,1,ID8478874,6669.0,ID8478874,9.0,23.0,0.0,C,W,C
6454,Adam Gaudette,1,ID8478874,15142.0,ID8478874,10.0,23.0,1.0,C,W,C
6553,Adam Gaudette,1,ID8478874,93004.0,ID8478874,11.0,23.0,0.0,C,W,C
6485,Adam Gaudette,1,ID8478874,44789.0,ID8478874,12.0,23.0,0.0,C,W,C
6457,Adam Gaudette,1,ID8478874,19425.0,ID8478874,13.0,23.0,0.0,C,W,C
6486,Adam Gaudette,1,ID8478874,46921.0,ID8478874,14.0,23.0,0.0,C,W,C
6479,Adam Gaudette,1,ID8478874,40268.0,ID8478874,15.0,23.0,1.0,C,W,C
6450,Adam Gaudette,1,ID8478874,13040.0,ID8478874,16.0,23.0,0.0,C,W,C
6477,Adam Gaudette,1,ID8478874,36374.0,ID8478874,17.0,23.0,0.0,C,W,C
6439,Adam Gaudette,1,ID8478874,3846.0,ID8478874,18.0,23.0,0.0,C,W,C
6449,Adam Gaudette,1,ID8478874,12391.0,ID8478874,19.0,23.0,0.0,C,W,C
6446,Adam Gaudette,1,ID8478874,11172.0,ID8478874,20.0,23.0,1.0,C,W,C
6443,Adam Gaudette,1,ID8478874,7758.0,ID8478874,21.0,23.0,0.0,C,W,C
6470,Adam Gaudette,1,ID8478874,32087.0,ID8478874,22.0,23.0,0.0,C,W,C
6482,Adam Gaudette,1,ID8478874,43202.0,ID8478874,23.0,23.0,0.0,C,W,C
6478,Adam Gaudette,1,ID8478874,37135.0,ID8478874,24.0,23.0,0.0,C,W,C
6471,Adam Gaudette,1,ID8478874,32944.0,ID8478874,25.0,23.0,1.0,C,W,C
6464,Adam Gaudette,1,ID8478874,26632.0,ID8478874,26.0,23.0,0.0,C,W,C
6481,Adam Gaudette,1,ID8478874,41124.0,ID8478874,27.0,23.0,0.0,C,W,C
6459,Adam Gaudette,1,ID8478874,20987.0,ID8478874,28.0,23.0,0.0,C,W,C
6462,Adam Gaudette,1,ID8478874,24458.0,ID8478874,29.0,23.0,0.0,C,W,C
6452,Adam Gaudette,1,ID8478874,13631.0,ID8478874,30.0,23.0,0.0,C,W,C
6556,Adam Gaudette,1,ID8478874,93007.0,ID8478874,31.0,23.0,0.0,C,W,C
6557,Adam Gaudette,1,ID8478874,93008.0,ID8478874,32.0,23.0,0.0,C,W,C
6558,Adam Gaudette,1,ID8478874,93009.0,ID8478874,33.0,23.0,0.0,C,W,C
6458,Adam Gaudette,1,ID8478874,20146.0,ID8478874,34.0,23.0,1.0,C,W,C
6467,Adam Gaudette,1,ID8478874,29648.0,ID8478874,35.0,23.0,0.0,C,W,C
6473,Adam Gaudette,1,ID8478874,34905.0,ID8478874,36.0,23.0,0.0,C,W,C
6438,Adam Gaudette,1,ID8478874,2985.0,ID8478874,37.0,23.0,1.0,C,W,C
6440,Adam Gaudette,1,ID8478874,4512.0,ID8478874,38.0,23.0,0.0,C,W,C
6480,Adam Gaudette,1,ID8478874,40459.0,ID8478874,39.0,23.0,0.0,C,W,C
6559,Adam Gaudette,1,ID8478874,93010.0,ID8478874,40.0,23.0,0.0,C,W,C
6560,Adam Gaudette,1,ID8478874,93011.0,ID8478874,41.0,23.0,0.0,C,W,C
6561,Adam Gaudette,1,ID8478874,93012.0,ID8478874,42.0,23.0,0.0,C,W,C
6562,Adam Gaudette,1,ID8478874,93013.0,ID8478874,43.0,23.0,0.0,C,W,C
6563,Adam Gaudette,1,ID8478874,93014.0,ID8478874,44.0,23.0,0.0,C,W,C
6468,Adam Gaudette,1,ID8478874,29763.0,ID8478874,45.0,23.0,1.0,C,W,C
6564,Adam Gaudette,1,ID8478874,93015.0,ID8478874,46.0,23.0,0.0,C,W,C
6565,Adam Gaudette,1,ID8478874,93016.0,ID8478874,47.0,23.0,0.0,C,W,C
6566,Adam Gaudette,1,ID8478874,93017.0,ID8478874,48.0,23.0,0.0,C,W,C
6567,Adam Gaudette,1,ID8478874,93018.0,ID8478874,49.0,23.0,0.0,C,W,C
6568,Adam Gaudette,1,ID8478874,93019.0,ID8478874,50.0,23.0,0.0,C,W,C
6569,Adam Gaudette,1,ID8478874,93020.0,ID8478874,51.0,23.0,0.0,C,W,C
6570,Adam Gaudette,1,ID8478874,93021.0,ID8478874,52.0,23.0,0.0,C,W,C
6571,Adam Gaudette,1,ID8478874,93022.0,ID8478874,53.0,23.0,0.0,C,W,C
6572,Adam Gaudette,1,ID8478874,93023.0,ID8478874,54.0,23.0,0.0,C,W,C
6573,Adam Gaudette,1,ID8478874,93024.0,ID8478874,55.0,23.0,0.0,C,W,C
6574,Adam Gaudette,1,ID8478874,93025.0,ID8478874,56.0,23.0,0.0,C,W,C
6451,Adam Gaudette,1,ID8478874,13572.0,ID8478874,57.0,23.0,0.0,C,W,C
6488,Adam Gaudette,1,ID8478874,48157.0,ID8478874,58.0,23.0,2.0,C,W,C
6447,Adam Gaudette,1,ID8478874,11437.0,ID8478874,59.0,23.0,0.0,C,W,C
6435,Adam Gaudette,1,ID8478874,1725.0,ID8478874,60.0,23.0,1.0,C,W,C
6448,Adam Gaudette,1,ID8478874,11876.0,ID8478874,61.0,23.0,0.0,C,W,C
6476,Adam Gaudette,1,ID8478874,35401.0,ID8478874,62.0,23.0,0.0,C,W,C
6575,Adam Gaudette,1,ID8478874,93026.0,ID8478874,63.0,23.0,0.0,C,W,C
6475,Adam Gaudette,1,ID8478874,35384.0,ID8478874,64.0,23.0,0.0,C,W,C
6455,Adam Gaudette,1,ID8478874,16551.0,ID8478874,65.0,23.0,0.0,C,W,C
6460,Adam Gaudette,1,ID8478874,23236.0,ID8478874,66.0,23.0,2.0,C,W,C
6436,Adam Gaudette,1,ID8478874,2318.0,ID8478874,67.0,23.0,0.0,C,W,C
6484,Adam Gaudette,1,ID8478874,44407.0,ID8478874,68.0,23.0,0.0,C,W,C
6445,Adam Gaudette,1,ID8478874,10236.0,ID8478874,69.0,23.0,0.0,C,W,C
6444,Adam Gaudette,1,ID8478874,8329.0,ID8478874,70.0,23.0,0.0,C,W,C
6456,Adam Gaudette,1,ID8478874,18527.0,ID8478874,71.0,23.0,0.0,C,W,C
6453,Adam Gaudette,1,ID8478874,13917.0,ID8478874,72.0,23.0,0.0,C,W,C
6461,Adam Gaudette,1,ID8478874,23806.0,ID8478874,73.0,23.0,0.0,C,W,C
6472,Adam Gaudette,1,ID8478874,34027.0,ID8478874,74.0,23.0,0.0,C,W,C
6434,Adam Gaudette,1,ID8478874,617.0,ID8478874,75.0,23.0,0.0,C,W,C
6466,Adam Gaudette,1,ID8478874,29378.0,ID8478874,76.0,23.0,0.0,C,W,C
6465,Adam Gaudette,1,ID8478874,28843.0,ID8478874,77.0,23.0,0.0,C,W,C
6469,Adam Gaudette,1,ID8478874,30180.0,ID8478874,78.0,23.0,0.0,C,W,C
6441,Adam Gaudette,1,ID8478874,6456.0,ID8478874,79.0,23.0,0.0,C,W,C
6463,Adam Gaudette,1,ID8478874,26114.0,ID8478874,80.0,23.0,0.0,C,W,C
6483,Adam Gaudette,1,ID8478874,43354.0,ID8478874,81.0,23.0,0.0,C,W,C
6576,Adam Gaudette,1,ID8478874,93027.0,ID8478874,82.0,23.0,0.0,C,W,C
6507,Adam Gaudette,1,ID8478874,57005.0,ID8478874,83.0,23.0,0.0,C,W,C
6540,Adam Gaudette,1,ID8478874,81925.0,ID8478874,84.0,23.0,1.0,C,W,C
6502,Adam Gaudette,1,ID8478874,54848.0,ID8478874,85.0,23.0,0.0,C,W,C
6577,Adam Gaudette,1,ID8478874,93028.0,ID8478874,86.0,23.0,0.0,C,W,C
6578,Adam Gaudette,1,ID8478874,93029.0,ID8478874,87.0,23.0,0.0,C,W,C
6579,Adam Gaudette,1,ID8478874,93030.0,ID8478874,88.0,23.0,0.0,C,W,C
6580,Adam Gaudette,1,ID8478874,93031.0,ID8478874,89.0,23.0,0.0,C,W,C
6581,Adam Gaudette,1,ID8478874,93032.0,ID8478874,90.0,23.0,0.0,C,W,C
6582,Adam Gaudette,1,ID8478874,93033.0,ID8478874,91.0,23.0,0.0,C,W,C
6583,Adam Gaudette,1,ID8478874,93034.0,ID8478874,92.0,23.0,0.0,C,W,C
6584,Adam Gaudette,1,ID8478874,93035.0,ID8478874,93.0,23.0,0.0,C,W,C
6517,Adam Gaudette,1,ID8478874,64134.0,ID8478874,94.0,23.0,1.0,C,W,C
6531,Adam Gaudette,1,ID8478874,72835.0,ID8478874,95.0,23.0,1.0,C,W,C
6498,Adam Gaudette,1,ID8478874,51914.0,ID8478874,96.0,23.0,0.0,C,W,C
6516,Adam Gaudette,1,ID8478874,63409.0,ID8478874,97.0,23.0,1.0,C,W,C
6585,Adam Gaudette,1,ID8478874,93036.0,ID8478874,98.0,23.0,0.0,C,W,C
6499,Adam Gaudette,1,ID8478874,52179.0,ID8478874,99.0,23.0,0.0,C,W,C
6527,Adam Gaudette,1,ID8478874,71591.0,ID8478874,100.0,23.0,2.0,C,W,C
6508,Adam Gaudette,1,ID8478874,58627.0,ID8478874,101.0,23.0,0.0,C,W,C
6518,Adam Gaudette,1,ID8478874,64496.0,ID8478874,102.0,23.0,2.0,C,W,C
6523,Adam Gaudette,1,ID8478874,68597.0,ID8478874,103.0,23.0,0.0,C,W,C
6546,Adam Gaudette,1,ID8478874,87163.0,ID8478874,104.0,23.0,0.0,C,W,C
6537,Adam Gaudette,1,ID8478874,79237.0,ID8478874,105.0,23.0,0.0,C,W,C
6509,Adam Gaudette,1,ID8478874,59370.0,ID8478874,106.0,23.0,0.0,C,W,C
6490,Adam Gaudette,1,ID8478874,49074.0,ID8478874,107.0,23.0,2.0,C,W,C
6489,Adam Gaudette,1,ID8478874,48769.0,ID8478874,108.0,23.0,1.0,C,W,C
6497,Adam Gaudette,1,ID8478874,51837.0,ID8478874,109.0,23.0,0.0,C,W,C
6512,Adam Gaudette,1,ID8478874,61106.0,ID8478874,110.0,23.0,2.0,C,W,C
6515,Adam Gaudette,1,ID8478874,62438.0,ID8478874,111.0,23.0,0.0,C,W,C
6506,Adam Gaudette,1,ID8478874,56603.0,ID8478874,112.0,23.0,0.0,C,W,C
6494,Adam Gaudette,1,ID8478874,50239.0,ID8478874,113.0,23.0,0.0,C,W,C
6532,Adam Gaudette,1,ID8478874,73329.0,ID8478874,114.0,23.0,1.0,C,W,C
6525,Adam Gaudette,1,ID8478874,70654.0,ID8478874,115.0,23.0,0.0,C,W,C
6542,Adam Gaudette,1,ID8478874,83066.0,ID8478874,116.0,23.0,1.0,C,W,C
6491,Adam Gaudette,1,ID8478874,49322.0,ID8478874,117.0,23.0,1.0,C,W,C
6524,Adam Gaudette,1,ID8478874,70522.0,ID8478874,118.0,23.0,0.0,C,W,C
6528,Adam Gaudette,1,ID8478874,71977.0,ID8478874,119.0,23.0,0.0,C,W,C
6521,Adam Gaudette,1,ID8478874,67283.0,ID8478874,120.0,23.0,0.0,C,W,C
6529,Adam Gaudette,1,ID8478874,72416.0,ID8478874,121.0,23.0,1.0,C,W,C
6544,Adam Gaudette,1,ID8478874,83714.0,ID8478874,122.0,23.0,1.0,C,W,C
6536,Adam Gaudette,1,ID8478874,77085.0,ID8478874,123.0,23.0,0.0,C,W,C
6503,Adam Gaudette,1,ID8478874,55364.0,ID8478874,124.0,23.0,0.0,C,W,C
6492,Adam Gaudette,1,ID8478874,49457.0,ID8478874,125.0,23.0,0.0,C,W,C
6535,Adam Gaudette,1,ID8478874,75044.0,ID8478874,126.0,23.0,1.0,C,W,C
6547,Adam Gaudette,1,ID8478874,88575.0,ID8478874,127.0,23.0,0.0,C,W,C
